timestamp,training_step,phase_step,run_name,init_mode,seed,metric_success_rate,metric_avg_reward,metric_p95_latency,metric_avg_energy,metric_qoe,batch_id,eval_group,phase_name
2026-04-09T18:37:47.153800,15000,15000,PPO_from_scratch,scratch,43,0.648,1312.42,3.6133,0.1384,46.73,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:38:01.135129,20000,20000,PPO_from_scratch,scratch,43,0.664,1415.07,3.5762,0.1392,48.52,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:38:14.786330,25000,25000,PPO_from_scratch,scratch,43,0.632,1140.71,3.7141,0.141,44.63,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:38:30.634135,30000,30000,PPO_from_scratch,scratch,43,0.74,1768.94,3.6183,0.1326,55.91,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:38:49.920089,5000,5000,PPO_pretrained_finetuned,pretrained,43,0.776,938.14,2.3536,0.0407,65.83,synthetic_staged_training_20260409_183142,synthetic_staged_training,retention
2026-04-09T18:39:13.014746,10000,10000,PPO_pretrained_finetuned,pretrained,43,0.736,1181.6,2.2965,0.0413,62.12,synthetic_staged_training_20260409_183142,synthetic_staged_training,retention
2026-04-09T18:40:06.863896,15000,5000,PPO_pretrained_finetuned,pretrained,43,0.776,944.95,2.427,0.0406,65.47,synthetic_staged_training_20260409_183142,synthetic_staged_training,refinement
2026-04-09T18:41:03.335069,20000,10000,PPO_pretrained_finetuned,pretrained,43,0.752,1255.48,2.3332,0.0435,63.53,synthetic_staged_training_20260409_183142,synthetic_staged_training,refinement
2026-04-09T18:41:28.775525,25000,15000,PPO_pretrained_finetuned,pretrained,43,0.728,1287.82,2.7435,0.0606,59.08,synthetic_staged_training_20260409_183142,synthetic_staged_training,refinement
2026-04-09T18:41:48.235097,30000,20000,PPO_pretrained_finetuned,pretrained,43,0.772,1468.3,2.4731,0.0564,64.83,synthetic_staged_training_20260409_183142,synthetic_staged_training,refinement
2026-04-09T18:42:05.816438,5000,5000,PPO_from_scratch,scratch,44,0.664,1312.39,3.6257,0.1387,48.27,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:42:22.355931,10000,10000,PPO_from_scratch,scratch,44,0.668,1322.45,3.6294,0.135,48.65,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:42:40.402228,15000,15000,PPO_from_scratch,scratch,44,0.704,1371.36,3.6504,0.1387,52.15,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:43:00.112719,20000,20000,PPO_from_scratch,scratch,44,0.66,1282.7,3.6465,0.1395,47.77,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:43:33.656947,25000,25000,PPO_from_scratch,scratch,44,0.664,1373.24,3.6112,0.1362,48.34,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:44:28.966049,30000,30000,PPO_from_scratch,scratch,44,0.716,1802.1,3.6609,0.1229,53.3,synthetic_staged_training_20260409_183142,synthetic_staged_training,scratch
2026-04-09T18:45:23.224183,5000,5000,PPO_pretrained_finetuned,pretrained,44,0.776,1142.86,2.3068,0.0419,66.07,synthetic_staged_training_20260409_183142,synthetic_staged_training,retention
2026-04-09T18:45:48.642980,10000,10000,PPO_pretrained_finetuned,pretrained,44,0.776,1263.09,2.2602,0.0436,66.3,synthetic_staged_training_20260409_183142,synthetic_staged_training,retention
2026-04-09T18:46:07.809043,15000,5000,PPO_pretrained_finetuned,pretrained,44,0.776,1182.84,2.3536,0.0441,65.83,synthetic_staged_training_20260409_183142,synthetic_staged_training,refinement
2026-04-09T18:46:26.035406,20000,10000,PPO_pretrained_finetuned,pretrained,44,0.78,1301.73,2.2886,0.0429,66.56,synthetic_staged_training_20260409_183142,synthetic_staged_training,refinement
2026-04-09T18:46:41.621232,25000,15000,PPO_pretrained_finetuned,pretrained,44,0.78,1273.14,2.3517,0.0479,66.24,synthetic_staged_training_20260409_183142,synthetic_staged_training,refinement
2026-04-09T18:46:56.890216,30000,20000,PPO_pretrained_finetuned,pretrained,44,0.768,1176.56,2.4468,0.0474,64.57,synthetic_staged_training_20260409_183142,synthetic_staged_training,refinement
