run_id,timestamp,config_seed,config_model_type,config_semantic_mode,config_total_tasks,metric_success_rate,metric_avg_reward,metric_p95_latency,metric_avg_energy,metric_qoe,metric_unique_actions,metric_action_0_rate,metric_action_1_rate,metric_action_2_rate,metric_action_3_rate,metric_action_4_rate,metric_action_5_rate,metric_dominant_action,config_batch_id,config_eval_group
2db6e40d,2026-04-02T16:23:13.186811,43,w_o_confidence,action_prior,500,0.848,1613.7,1.9892,0.0166,74.85,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
d2455b22,2026-04-02T16:23:57.414070,44,w_o_confidence,action_prior,500,0.862,1615.22,2.0301,0.017,76.05,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
a116df20,2026-04-02T16:24:41.799117,42,w_o_partial_offloading,action_prior,500,0.838,1702.98,1.9589,0.0124,74.01,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
8f53755f,2026-04-02T16:25:26.019647,43,w_o_partial_offloading,action_prior,500,0.848,1674.64,1.9892,0.0166,74.85,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
98e3ce2a,2026-04-02T16:26:10.466252,44,w_o_partial_offloading,action_prior,500,0.862,1670.31,2.0301,0.017,76.05,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
356755e7,2026-04-02T16:26:54.611998,42,w_o_battery_awareness,action_prior,500,0.838,1702.98,1.9589,0.0124,74.01,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
a4272b70,2026-04-02T16:27:38.162352,43,w_o_battery_awareness,action_prior,500,0.848,1674.64,1.9892,0.0166,74.85,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
0dd186fb,2026-04-02T16:28:22.399937,44,w_o_battery_awareness,action_prior,500,0.862,1670.31,2.0301,0.017,76.05,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
61636f63,2026-04-02T16:29:06.031719,42,w_o_queue_awareness,action_prior,500,0.838,1702.98,1.9589,0.0124,74.01,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
e27c3647,2026-04-02T16:29:50.099395,43,w_o_queue_awareness,action_prior,500,0.848,1674.64,1.9892,0.0166,74.85,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
81108019,2026-04-02T16:30:35.866221,44,w_o_queue_awareness,action_prior,500,0.862,1670.31,2.0301,0.017,76.05,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
22f40fb1,2026-04-02T16:31:20.794482,42,w_o_mobility_features,action_prior,500,0.736,578.93,2.6688,0.2582,60.26,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
1f70f993,2026-04-02T16:32:04.641031,43,w_o_mobility_features,action_prior,500,0.76,530.65,2.5749,0.2596,63.13,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
8564ef93,2026-04-02T16:32:48.670624,44,w_o_mobility_features,action_prior,500,0.762,677.4,2.6126,0.2568,63.14,synthetic_ablation_a2c_retrain_20260402_161343,synthetic_ablation_retraining,,,,,,,,
77c6706f,2026-04-02T18:05:08.977559,42,full_model,action_prior,500,0.638,679.78,3.6159,0.1476,45.72,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
3e5914fa,2026-04-02T18:05:53.712699,43,full_model,action_prior,500,0.638,784.4,3.6109,0.1404,45.75,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
b5fd311e,2026-04-02T18:06:38.242815,44,full_model,action_prior,500,0.66,835.45,3.6043,0.1408,47.98,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
56614d98,2026-04-02T18:07:08.709214,42,w_o_semantics,action_prior,500,0.638,1333.02,3.6159,0.1476,45.72,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
49e3cced,2026-04-02T18:07:39.072175,43,w_o_semantics,action_prior,500,0.638,1456.83,3.6109,0.1404,45.75,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
dd50969c,2026-04-02T18:08:09.984792,44,w_o_semantics,action_prior,500,0.66,1499.2,3.6043,0.1408,47.98,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
10afd344,2026-04-02T18:08:54.591552,42,w_o_reward_shaping,action_prior,500,0.67,-98.74,2.9848,0.095,52.08,3,0.0,0.0,0.288,0.354,0.0,0.358,5,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
f00b5312,2026-04-02T18:09:38.925582,43,w_o_reward_shaping,action_prior,500,0.638,-104.5,3.6109,0.1404,45.75,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
247fe154,2026-04-02T18:10:23.070365,44,w_o_reward_shaping,action_prior,500,0.66,-104.53,3.6043,0.1408,47.98,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
1deca321,2026-04-02T18:11:07.371578,42,w_o_semantic_prior,action_prior,500,0.638,679.78,3.6159,0.1476,45.72,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
1c2cf45b,2026-04-02T18:11:51.065232,43,w_o_semantic_prior,action_prior,500,0.638,784.4,3.6109,0.1404,45.75,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
542e18ad,2026-04-02T18:12:35.353540,44,w_o_semantic_prior,action_prior,500,0.66,835.45,3.6043,0.1408,47.98,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
142bc357,2026-04-02T18:13:20.388265,42,w_o_confidence,action_prior,500,0.638,654.48,3.6159,0.1476,45.72,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
131ee342,2026-04-02T18:14:06.747682,43,w_o_confidence,action_prior,500,0.638,738.07,3.6109,0.1404,45.75,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
82e83826,2026-04-02T18:14:50.586698,44,w_o_confidence,action_prior,500,0.66,800.37,3.6043,0.1408,47.98,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
1f34fd33,2026-04-02T18:15:34.441409,42,w_o_partial_offloading,action_prior,500,0.66,119.95,2.9559,0.0306,51.22,2,0.0,0.0,0.36,0.0,0.0,0.64,5,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
84eda3ff,2026-04-02T18:16:18.731375,43,w_o_partial_offloading,action_prior,500,0.622,164.93,3.5645,0.0201,44.38,2,0.0,0.0,0.676,0.0,0.0,0.324,2,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
222c47d6,2026-04-02T18:17:02.654736,44,w_o_partial_offloading,action_prior,500,0.638,305.32,3.0081,0.0228,48.76,2,0.0,0.0,0.0,0.57,0.43,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
8bfad73e,2026-04-02T18:17:46.511853,42,w_o_battery_awareness,action_prior,500,0.638,679.78,3.6159,0.1476,45.72,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
afb9e2e0,2026-04-02T18:18:31.037831,43,w_o_battery_awareness,action_prior,500,0.638,784.4,3.6109,0.1404,45.75,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
eca5e3a7,2026-04-02T18:19:15.125332,44,w_o_battery_awareness,action_prior,500,0.66,835.45,3.6043,0.1408,47.98,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
9cc9bf02,2026-04-02T18:19:59.619323,42,w_o_queue_awareness,action_prior,500,0.638,679.78,3.6159,0.1476,45.72,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
f2cbb42d,2026-04-02T18:20:44.304423,43,w_o_queue_awareness,action_prior,500,0.638,784.4,3.6109,0.1404,45.75,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
eafee4ac,2026-04-02T18:21:28.702576,44,w_o_queue_awareness,action_prior,500,0.66,835.45,3.6043,0.1408,47.98,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
be697ce2,2026-04-02T18:22:12.619746,42,w_o_mobility_features,action_prior,500,0.584,333.96,3.8874,0.3122,38.96,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
eb0900f0,2026-04-02T18:22:56.836549,43,w_o_mobility_features,action_prior,500,0.57,241.32,3.9322,0.3192,37.34,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
5732ba68,2026-04-02T18:23:40.936364,44,w_o_mobility_features,action_prior,500,0.628,522.17,3.9345,0.3097,43.13,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260402_180423,synthetic_ablation_retraining
