run_id,timestamp,config_seed,config_model_type,config_semantic_mode,config_total_tasks,metric_success_rate,metric_avg_reward,metric_p95_latency,metric_avg_energy,metric_qoe,metric_unique_actions,metric_action_0_rate,metric_action_1_rate,metric_action_2_rate,metric_action_3_rate,metric_action_4_rate,metric_action_5_rate,metric_dominant_action,config_batch_id,config_eval_group
931b93a0,2026-05-10T18:32:01.983041,44,w_o_partial_offloading,action_prior,500,0.738,914.88,2.6159,0.0156,60.72,2,0.0,0.0,0.456,0.0,0.0,0.544,5,synthetic_ablation_a2c_retrain_20260510_175130,synthetic_ablation_retraining
4ccb8626,2026-05-10T18:34:43.638572,42,w_o_battery_awareness,action_prior,500,0.678,1295.88,3.6576,0.1355,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_175130,synthetic_ablation_retraining
cdd6f899,2026-05-10T18:36:44.514474,43,w_o_battery_awareness,action_prior,500,0.626,1161.11,3.7103,0.1391,44.05,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_175130,synthetic_ablation_retraining
566c0b6c,2026-05-10T18:39:11.175153,44,w_o_battery_awareness,action_prior,500,0.654,1267.47,3.6823,0.1394,46.99,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_175130,synthetic_ablation_retraining
3568cccc,2026-05-10T18:41:45.583254,42,w_o_queue_awareness,action_prior,500,0.678,1295.88,3.6576,0.1355,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_175130,synthetic_ablation_retraining
133b875b,2026-05-10T18:43:50.062396,43,w_o_queue_awareness,action_prior,500,0.626,1161.11,3.7103,0.1391,44.05,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_175130,synthetic_ablation_retraining
3efb1760,2026-05-10T18:46:14.289896,44,w_o_queue_awareness,action_prior,500,0.654,1267.47,3.6823,0.1394,46.99,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_175130,synthetic_ablation_retraining
9232d5ce,2026-05-10T18:48:43.737891,42,w_o_mobility_features,action_prior,500,0.678,1295.1,3.6576,0.1356,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_175130,synthetic_ablation_retraining
bf13aa9e,2026-05-10T18:50:47.054895,43,w_o_mobility_features,action_prior,500,0.624,1150.84,3.7096,0.1387,43.85,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_175130,synthetic_ablation_retraining
77916be8,2026-05-10T18:54:21.731130,42,full_model,action_prior,500,0.678,1295.88,3.6576,0.1355,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
1e3e21b2,2026-05-10T18:56:58.551395,43,full_model,action_prior,500,0.626,1161.11,3.7103,0.1391,44.05,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
92ba58a1,2026-05-10T18:58:57.640186,44,full_model,action_prior,500,0.654,1267.47,3.6823,0.1394,46.99,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
39d83100,2026-05-10T19:01:11.789960,42,w_o_semantics,action_prior,500,0.678,1297.45,3.6576,0.1355,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
cedc1aae,2026-05-10T19:02:22.645426,43,w_o_semantics,action_prior,500,0.626,1159.12,3.7103,0.1391,44.05,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
6cccb18c,2026-05-10T19:04:18.594406,44,w_o_semantics,action_prior,500,0.654,1268.58,3.6823,0.1394,46.99,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
8949253b,2026-05-10T19:06:24.166734,42,w_o_reward_shaping,action_prior,500,0.818,-1076.81,2.3047,0.0131,70.28,1,0.0,0.0,0.0,0.0,0.0,1.0,5,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
6a535476,2026-05-10T19:08:52.091758,43,w_o_reward_shaping,action_prior,500,0.762,-1092.23,2.3389,0.0152,64.51,1,0.0,0.0,0.0,0.0,0.0,1.0,5,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
85f833ae,2026-05-10T19:11:02.463448,44,w_o_reward_shaping,action_prior,500,0.774,-1092.87,2.3209,0.0156,65.8,1,0.0,0.0,0.0,0.0,0.0,1.0,5,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
031f6253,2026-05-10T19:13:44.713728,42,w_o_semantic_prior,action_prior,500,0.678,1295.88,3.6576,0.1355,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
243b5e2a,2026-05-10T19:15:21.773266,43,w_o_semantic_prior,action_prior,500,0.626,1161.11,3.7103,0.1391,44.05,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
723a88c5,2026-05-10T19:18:15.347521,44,w_o_semantic_prior,action_prior,500,0.654,1267.47,3.6823,0.1394,46.99,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
99cc3162,2026-05-10T19:19:44.956175,42,w_o_confidence,action_prior,500,0.678,1297.45,3.6576,0.1355,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
37f7e91d,2026-05-10T19:22:47.322314,43,w_o_confidence,action_prior,500,0.626,1159.12,3.7103,0.1391,44.05,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
8c3a19cf,2026-05-10T19:24:16.512548,44,w_o_confidence,action_prior,500,0.654,1268.58,3.6823,0.1394,46.99,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
4e94bee1,2026-05-10T19:27:06.790201,42,w_o_partial_offloading,action_prior,500,0.818,580.34,2.2837,0.0131,70.38,2,0.0,0.0,0.0,0.142,0.858,0.0,4,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
ec5d8b60,2026-05-10T19:28:36.771424,43,w_o_partial_offloading,action_prior,500,0.762,-32.58,2.3389,0.0152,64.51,1,0.0,0.0,0.0,0.0,0.0,1.0,5,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
f3ac3a6d,2026-05-10T19:31:28.210824,44,w_o_partial_offloading,action_prior,500,0.738,914.88,2.6159,0.0156,60.72,2,0.0,0.0,0.456,0.0,0.0,0.544,5,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
1a9f5545,2026-05-10T19:32:58.586814,42,w_o_battery_awareness,action_prior,500,0.678,1295.88,3.6576,0.1355,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
09daff9f,2026-05-10T19:35:52.835615,43,w_o_battery_awareness,action_prior,500,0.626,1161.11,3.7103,0.1391,44.05,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
e471d143,2026-05-10T19:37:18.876551,44,w_o_battery_awareness,action_prior,500,0.654,1267.47,3.6823,0.1394,46.99,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
b211e72b,2026-05-10T19:40:13.927827,42,w_o_queue_awareness,action_prior,500,0.678,1295.88,3.6576,0.1355,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
94576c53,2026-05-10T19:41:34.759509,43,w_o_queue_awareness,action_prior,500,0.626,1161.11,3.7103,0.1391,44.05,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
4d959409,2026-05-10T19:44:25.548984,44,w_o_queue_awareness,action_prior,500,0.654,1267.47,3.6823,0.1394,46.99,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
918b241f,2026-05-10T19:45:47.937313,42,w_o_mobility_features,action_prior,500,0.678,1295.1,3.6576,0.1356,49.51,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
ef05fc59,2026-05-10T19:48:20.565721,43,w_o_mobility_features,action_prior,500,0.624,1150.84,3.7096,0.1387,43.85,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
29a8529e,2026-05-10T19:50:02.118049,44,w_o_mobility_features,action_prior,500,0.652,1256.9,3.6845,0.1399,46.78,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_a2c_retrain_20260510_185210,synthetic_ablation_retraining
