run_id,timestamp,config_seed,config_model_type,config_semantic_mode,config_total_tasks,metric_success_rate,metric_avg_reward,metric_p95_latency,metric_avg_energy,metric_qoe,metric_unique_actions,metric_action_0_rate,metric_action_1_rate,metric_action_2_rate,metric_action_3_rate,metric_action_4_rate,metric_action_5_rate,metric_dominant_action,config_batch_id,config_eval_group
091f49a6,2026-05-10T17:50:37.099388,43,w_o_semantic_prior,action_prior,1250,0.6512,1336.41,3.6665,0.1358,46.79,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
34a0adcc,2026-05-10T17:50:39.140748,44,w_o_semantic_prior,action_prior,1250,0.7232,166.49,3.5757,0.0741,54.44,2,0.0,0.0,0.0,0.304,0.0,0.696,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
f27adc96,2026-05-10T17:50:41.253240,42,w_o_confidence,action_prior,1250,0.7056,182.85,3.6259,0.0805,52.43,2,0.0,0.0,0.0,0.328,0.0,0.672,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
8412fb49,2026-05-10T17:50:43.337947,43,w_o_confidence,action_prior,1250,0.6512,1345.61,3.6665,0.1358,46.79,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
e7e2eb3a,2026-05-10T17:50:45.392033,44,w_o_confidence,action_prior,1250,0.7336,111.51,3.5574,0.062,55.57,2,0.0,0.0,0.0,0.24,0.0,0.76,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
55448a80,2026-05-10T17:50:47.512872,42,w_o_partial_offloading,action_prior,1250,0.636,-550.55,4.7974,0.0141,39.61,2,0.0,0.0,0.0,0.316,0.0,0.684,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
ffe535de,2026-05-10T17:50:49.650173,43,w_o_partial_offloading,action_prior,1250,0.5008,-346.54,4.8743,0.0128,25.71,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
078da6d2,2026-05-10T17:50:51.854659,44,w_o_partial_offloading,action_prior,1250,0.6824,-375.78,4.7005,0.0126,44.74,2,0.0,0.0,0.0,0.2296,0.0,0.7704,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
aa46c79e,2026-05-10T17:50:54.025136,42,w_o_battery_awareness,action_prior,1250,0.7056,243.17,3.6259,0.0804,52.43,2,0.0,0.0,0.0,0.3272,0.0,0.6728,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
476e1d51,2026-05-10T17:50:56.299806,43,w_o_battery_awareness,action_prior,1250,0.6512,1336.41,3.6665,0.1358,46.79,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
784dc398,2026-05-10T17:50:58.512471,44,w_o_battery_awareness,action_prior,1250,0.7336,216.52,3.5574,0.062,55.57,2,0.0,0.0,0.0,0.24,0.0,0.76,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
c76f1af7,2026-05-10T17:51:00.806353,42,w_o_queue_awareness,action_prior,1250,0.704,265.97,3.627,0.0831,52.27,2,0.0,0.0,0.0,0.3448,0.0,0.6552,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
701304fe,2026-05-10T17:51:03.112871,43,w_o_queue_awareness,action_prior,1250,0.6512,1336.41,3.6665,0.1358,46.79,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
584c256f,2026-05-10T17:51:05.447045,44,w_o_queue_awareness,action_prior,1250,0.7312,222.55,3.5666,0.0649,55.29,2,0.0,0.0,0.0,0.2552,0.0,0.7448,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
6d7b8bc7,2026-05-10T17:51:07.992899,42,w_o_mobility_features,action_prior,1250,0.6816,347.81,3.6348,0.0991,49.99,2,0.0,0.0,0.0,0.4464,0.0,0.5536,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
500d54d4,2026-05-10T17:51:10.385315,43,w_o_mobility_features,action_prior,1250,0.6504,1330.56,3.668,0.1359,46.7,1,0.0,0.0,0.0,1.0,0.0,0.0,3,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
31fd36aa,2026-05-10T17:51:12.983561,44,w_o_mobility_features,action_prior,1250,0.7152,312.77,3.5778,0.08,53.63,2,0.0,0.0,0.0,0.344,0.0,0.656,5,synthetic_ablation_dqn_eval_20260510_175016,synthetic_ablation_evaluation
