timestamp,training_step,phase_step,run_name,init_mode,seed,metric_success_rate,metric_avg_reward,metric_p95_latency,metric_avg_energy,metric_qoe,batch_id,eval_group,phase_name
2026-04-09T18:59:39.864771,20000,10000,PPO_pretrained_finetuned,pretrained,43,0.704,1159.85,3.2006,0.0665,54.4,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T19:00:28.187607,25000,15000,PPO_pretrained_finetuned,pretrained,43,0.688,1156.08,3.3601,0.0737,52.0,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T19:01:24.210879,30000,20000,PPO_pretrained_finetuned,pretrained,43,0.732,1362.54,3.1075,0.0721,57.66,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T19:01:56.830042,5000,5000,PPO_from_scratch,scratch,44,0.664,1312.39,3.6257,0.1387,48.27,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T19:02:19.412326,10000,10000,PPO_from_scratch,scratch,44,0.668,1322.45,3.6294,0.135,48.65,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T19:02:43.537292,15000,15000,PPO_from_scratch,scratch,44,0.704,1371.36,3.6504,0.1387,52.15,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T19:03:09.234119,20000,20000,PPO_from_scratch,scratch,44,0.66,1282.7,3.6465,0.1395,47.77,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T19:03:44.982292,25000,25000,PPO_from_scratch,scratch,44,0.664,1373.24,3.6112,0.1362,48.34,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T19:04:59.958225,30000,30000,PPO_from_scratch,scratch,44,0.716,1802.1,3.6609,0.1229,53.3,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T19:05:43.222747,5000,5000,PPO_pretrained_finetuned,pretrained,44,0.672,901.04,3.4098,0.0823,50.15,synthetic_staged_training_20260409_184706,synthetic_staged_training,retention
2026-04-09T19:06:08.465429,10000,10000,PPO_pretrained_finetuned,pretrained,44,0.736,1104.42,3.2707,0.0668,57.25,synthetic_staged_training_20260409_184706,synthetic_staged_training,retention
2026-04-09T19:06:29.005040,15000,5000,PPO_pretrained_finetuned,pretrained,44,0.684,968.77,3.4422,0.0713,51.19,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T19:06:46.984892,20000,10000,PPO_pretrained_finetuned,pretrained,44,0.752,1197.7,3.0613,0.0691,59.89,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T19:07:06.241591,25000,15000,PPO_pretrained_finetuned,pretrained,44,0.744,1187.52,3.1304,0.0669,58.75,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T19:07:25.999481,30000,20000,PPO_pretrained_finetuned,pretrained,44,0.704,1111.8,3.172,0.0655,54.54,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
