run_id,timestamp,config_seed,config_model_type,config_semantic_mode,config_total_tasks,metric_success_rate,metric_avg_reward,metric_p95_latency,metric_avg_energy,metric_qoe,config_batch_id,config_eval_group
43e70060,2026-04-01T15:21:30.571893,44,w_o_mobility_features,action_prior,1250,0.8336,2144.41,2.0531,0.0413,73.09,ablation_20260401_152041,ablation_multiseed
b6cd242a,2026-04-01T15:25:12.113584,42,full_model,action_prior,1250,0.8232,2100.95,2.063,0.0374,72.0,ablation_20260401_152509,ablation_multiseed
1a02ed46,2026-04-01T15:25:13.918404,43,full_model,action_prior,1250,0.8328,2153.92,2.0564,0.0387,73.0,ablation_20260401_152509,ablation_multiseed
5859965d,2026-04-01T15:25:15.723661,44,full_model,action_prior,1250,0.8336,2144.6,2.0531,0.0412,73.09,ablation_20260401_152509,ablation_multiseed
8d94bfcc,2026-04-01T15:25:16.719532,42,w_o_semantics,action_prior,1250,0.8264,2141.42,2.0113,0.0342,72.58,ablation_20260401_152509,ablation_multiseed
20d72735,2026-04-01T15:25:17.733065,43,w_o_semantics,action_prior,1250,0.8312,2165.76,1.9905,0.0355,73.17,ablation_20260401_152509,ablation_multiseed
ad0ddf5c,2026-04-01T15:25:18.774023,44,w_o_semantics,action_prior,1250,0.8328,2178.55,1.9956,0.0371,73.3,ablation_20260401_152509,ablation_multiseed
77571872,2026-04-01T15:25:20.575197,42,w_o_reward_shaping,action_prior,1250,0.8232,-65.58,2.063,0.0374,72.0,ablation_20260401_152509,ablation_multiseed
84883a90,2026-04-01T15:25:22.407756,43,w_o_reward_shaping,action_prior,1250,0.8328,-65.88,2.0564,0.0387,73.0,ablation_20260401_152509,ablation_multiseed
44caa275,2026-04-01T15:25:24.381836,44,w_o_reward_shaping,action_prior,1250,0.8336,-65.69,2.0531,0.0412,73.09,ablation_20260401_152509,ablation_multiseed
650e8117,2026-04-01T15:25:26.234593,42,w_o_semantic_prior,action_prior,1250,0.8264,2033.8,2.0113,0.0342,72.58,ablation_20260401_152509,ablation_multiseed
7f50f176,2026-04-01T15:25:28.122692,43,w_o_semantic_prior,action_prior,1250,0.8312,2077.9,1.9905,0.0355,73.17,ablation_20260401_152509,ablation_multiseed
a67aa654,2026-04-01T15:25:29.980718,44,w_o_semantic_prior,action_prior,1250,0.8328,2070.72,1.9956,0.0371,73.3,ablation_20260401_152509,ablation_multiseed
04715810,2026-04-01T15:25:31.926050,42,w_o_confidence,action_prior,1250,0.8208,2117.4,2.1054,0.0368,71.55,ablation_20260401_152509,ablation_multiseed
3f43cd1a,2026-04-01T15:25:33.810382,43,w_o_confidence,action_prior,1250,0.8328,2173.88,2.101,0.0379,72.77,ablation_20260401_152509,ablation_multiseed
181aa7c8,2026-04-01T15:25:35.620255,44,w_o_confidence,action_prior,1250,0.8328,2161.8,2.1284,0.041,72.64,ablation_20260401_152509,ablation_multiseed
aeaf7b8d,2026-04-01T15:25:37.520255,42,w_o_partial_offloading,action_prior,1250,0.7984,1603.39,2.3681,0.0121,68.0,ablation_20260401_152509,ablation_multiseed
ac6fb606,2026-04-01T15:25:39.378640,43,w_o_partial_offloading,action_prior,1250,0.796,1623.15,2.3599,0.0118,67.8,ablation_20260401_152509,ablation_multiseed
6e54858c,2026-04-01T15:25:41.283244,44,w_o_partial_offloading,action_prior,1250,0.8048,1611.13,2.3573,0.0146,68.69,ablation_20260401_152509,ablation_multiseed
b36d1652,2026-04-01T15:25:43.085531,42,w_o_battery_awareness,action_prior,1250,0.832,2045.54,2.016,0.0259,73.12,ablation_20260401_152509,ablation_multiseed
2a3e1584,2026-04-01T15:25:44.979975,43,w_o_battery_awareness,action_prior,1250,0.8424,2100.1,1.9951,0.0269,74.26,ablation_20260401_152509,ablation_multiseed
72e9d78f,2026-04-01T15:25:46.812898,44,w_o_battery_awareness,action_prior,1250,0.8456,2090.79,2.0027,0.0295,74.55,ablation_20260401_152509,ablation_multiseed
f756d2c7,2026-04-01T15:25:48.684755,42,w_o_queue_awareness,action_prior,1250,0.8232,2100.95,2.063,0.0374,72.0,ablation_20260401_152509,ablation_multiseed
9d5a9e48,2026-04-01T15:25:50.557721,43,w_o_queue_awareness,action_prior,1250,0.8328,2153.92,2.0564,0.0387,73.0,ablation_20260401_152509,ablation_multiseed
d2e929b8,2026-04-01T15:25:52.490552,44,w_o_queue_awareness,action_prior,1250,0.8336,2144.6,2.0531,0.0412,73.09,ablation_20260401_152509,ablation_multiseed
a34457c9,2026-04-01T15:25:54.544916,42,w_o_mobility_features,action_prior,1250,0.7584,960.73,2.5838,0.2442,62.92,ablation_20260401_152509,ablation_multiseed
68e7ce5a,2026-04-01T15:25:56.409310,43,w_o_mobility_features,action_prior,1250,0.7632,932.36,2.6455,0.2583,63.09,ablation_20260401_152509,ablation_multiseed
4ca0941f,2026-04-01T15:25:58.268252,44,w_o_mobility_features,action_prior,1250,0.7248,790.0,2.6253,0.2536,59.35,ablation_20260401_152509,ablation_multiseed
74f9e5d8,2026-04-01T17:36:22.849124,42,full_model,action_prior,1250,0.8488,1658.8,2.0113,0.0121,74.82,ablation_20260401_173620,ablation_multiseed_retrained_ppo
aa95f92e,2026-04-01T17:36:23.683732,43,full_model,action_prior,1250,0.8576,1693.91,1.9905,0.0118,75.81,ablation_20260401_173620,ablation_multiseed_retrained_ppo
9adcb17d,2026-04-01T17:36:24.490713,44,full_model,action_prior,1250,0.8592,1670.46,1.9956,0.0146,75.94,ablation_20260401_173620,ablation_multiseed_retrained_ppo
132ae77c,2026-04-01T17:36:24.778559,42,w_o_semantics,action_prior,1250,0.8488,1636.27,2.0113,0.0121,74.82,ablation_20260401_173620,ablation_multiseed_retrained_ppo
c457b448,2026-04-01T17:36:25.070953,43,w_o_semantics,action_prior,1250,0.8576,1657.57,1.9905,0.0118,75.81,ablation_20260401_173620,ablation_multiseed_retrained_ppo
e18d893c,2026-04-01T17:36:25.356808,44,w_o_semantics,action_prior,1250,0.8592,1666.1,1.9956,0.0146,75.94,ablation_20260401_173620,ablation_multiseed_retrained_ppo
d1e795c5,2026-04-01T17:36:26.134306,42,w_o_reward_shaping,action_prior,1250,0.8488,-57.84,2.0113,0.0121,74.82,ablation_20260401_173620,ablation_multiseed_retrained_ppo
285df6ed,2026-04-01T17:36:26.905114,43,w_o_reward_shaping,action_prior,1250,0.8576,-57.61,1.9905,0.0118,75.81,ablation_20260401_173620,ablation_multiseed_retrained_ppo
27e8646a,2026-04-01T17:36:27.702572,44,w_o_reward_shaping,action_prior,1250,0.8592,-57.48,1.9956,0.0146,75.94,ablation_20260401_173620,ablation_multiseed_retrained_ppo
f7e6e52e,2026-04-01T17:36:28.471911,42,w_o_semantic_prior,action_prior,1250,0.8488,1658.8,2.0113,0.0121,74.82,ablation_20260401_173620,ablation_multiseed_retrained_ppo
c863fac8,2026-04-01T17:36:29.241807,43,w_o_semantic_prior,action_prior,1250,0.8576,1693.91,1.9905,0.0118,75.81,ablation_20260401_173620,ablation_multiseed_retrained_ppo
32568447,2026-04-01T17:36:30.041126,44,w_o_semantic_prior,action_prior,1250,0.8592,1670.46,1.9956,0.0146,75.94,ablation_20260401_173620,ablation_multiseed_retrained_ppo
f81777f7,2026-04-01T17:36:30.816959,42,w_o_confidence,action_prior,1250,0.8488,1598.59,2.0113,0.0121,74.82,ablation_20260401_173620,ablation_multiseed_retrained_ppo
8531ca00,2026-04-01T17:36:31.606742,43,w_o_confidence,action_prior,1250,0.8576,1634.22,1.9905,0.0118,75.81,ablation_20260401_173620,ablation_multiseed_retrained_ppo
f638f912,2026-04-01T17:36:32.388027,44,w_o_confidence,action_prior,1250,0.8592,1599.4,1.9956,0.0146,75.94,ablation_20260401_173620,ablation_multiseed_retrained_ppo
bbd29cc4,2026-04-01T17:36:33.193298,42,w_o_partial_offloading,action_prior,1250,0.8488,1658.8,2.0113,0.0121,74.82,ablation_20260401_173620,ablation_multiseed_retrained_ppo
8f5aa3fd,2026-04-01T17:36:34.006359,43,w_o_partial_offloading,action_prior,1250,0.8576,1693.91,1.9905,0.0118,75.81,ablation_20260401_173620,ablation_multiseed_retrained_ppo
d002ff6b,2026-04-01T17:36:34.848614,44,w_o_partial_offloading,action_prior,1250,0.8592,1670.46,1.9956,0.0146,75.94,ablation_20260401_173620,ablation_multiseed_retrained_ppo
7d010be6,2026-04-01T17:36:35.663216,42,w_o_battery_awareness,action_prior,1250,0.8488,1658.8,2.0113,0.0121,74.82,ablation_20260401_173620,ablation_multiseed_retrained_ppo
937db928,2026-04-01T17:36:36.456340,43,w_o_battery_awareness,action_prior,1250,0.8576,1693.91,1.9905,0.0118,75.81,ablation_20260401_173620,ablation_multiseed_retrained_ppo
3852234b,2026-04-01T17:36:37.229418,44,w_o_battery_awareness,action_prior,1250,0.8592,1670.46,1.9956,0.0146,75.94,ablation_20260401_173620,ablation_multiseed_retrained_ppo
a9e7502d,2026-04-01T17:36:38.034025,42,w_o_queue_awareness,action_prior,1250,0.8488,1658.8,2.0113,0.0121,74.82,ablation_20260401_173620,ablation_multiseed_retrained_ppo
b894c317,2026-04-01T17:36:38.810960,43,w_o_queue_awareness,action_prior,1250,0.8576,1693.91,1.9905,0.0118,75.81,ablation_20260401_173620,ablation_multiseed_retrained_ppo
df8dbc76,2026-04-01T17:36:39.602327,44,w_o_queue_awareness,action_prior,1250,0.8592,1670.46,1.9956,0.0146,75.94,ablation_20260401_173620,ablation_multiseed_retrained_ppo
6d020cf4,2026-04-01T17:36:40.390528,42,w_o_mobility_features,action_prior,1250,0.7688,669.28,2.5779,0.2473,63.99,ablation_20260401_173620,ablation_multiseed_retrained_ppo
3b4cb91c,2026-04-01T17:36:41.150629,43,w_o_mobility_features,action_prior,1250,0.7672,634.31,2.642,0.2627,63.51,ablation_20260401_173620,ablation_multiseed_retrained_ppo
3391f2d1,2026-04-01T17:36:41.924933,44,w_o_mobility_features,action_prior,1250,0.736,534.9,2.6243,0.2565,60.48,ablation_20260401_173620,ablation_multiseed_retrained_ppo
