timestamp,training_step,phase_step,run_name,init_mode,seed,metric_success_rate,metric_avg_reward,metric_p95_latency,metric_avg_energy,metric_qoe,batch_id,eval_group,phase_name
2026-04-09T19:15:07.344811,10000,10000,PPO_from_scratch,scratch,43,0.648,1305.32,3.6651,0.1338,46.47,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:15:27.666505,15000,15000,PPO_from_scratch,scratch,43,0.648,1312.42,3.6133,0.1384,46.73,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:16:01.530020,20000,20000,PPO_from_scratch,scratch,43,0.664,1415.07,3.5762,0.1392,48.52,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:17:06.248042,25000,25000,PPO_from_scratch,scratch,43,0.632,1140.71,3.7141,0.141,44.63,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:17:40.846640,30000,30000,PPO_from_scratch,scratch,43,0.74,1768.94,3.6183,0.1326,55.91,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:18:06.052372,5000,5000,PPO_pretrained_finetuned,pretrained,43,0.648,581.74,3.9411,0.0896,45.09,synthetic_staged_training_20260409_190742,synthetic_staged_training,retention
2026-04-09T19:18:24.710558,10000,10000,PPO_pretrained_finetuned,pretrained,43,0.7,1000.75,3.4964,0.0821,52.52,synthetic_staged_training_20260409_190742,synthetic_staged_training,retention
2026-04-09T19:18:44.424773,15000,5000,PPO_pretrained_finetuned,pretrained,43,0.692,725.98,3.6449,0.0713,50.98,synthetic_staged_training_20260409_190742,synthetic_staged_training,refinement
2026-04-09T19:19:06.320530,20000,10000,PPO_pretrained_finetuned,pretrained,43,0.728,1084.76,3.4153,0.0648,55.72,synthetic_staged_training_20260409_190742,synthetic_staged_training,refinement
2026-04-09T19:20:04.092544,25000,15000,PPO_pretrained_finetuned,pretrained,43,0.696,1097.1,3.5517,0.0761,51.84,synthetic_staged_training_20260409_190742,synthetic_staged_training,refinement
2026-04-09T19:21:06.294982,30000,20000,PPO_pretrained_finetuned,pretrained,43,0.76,1422.11,2.9981,0.0745,61.01,synthetic_staged_training_20260409_190742,synthetic_staged_training,refinement
2026-04-09T19:21:44.009770,5000,5000,PPO_from_scratch,scratch,44,0.664,1312.39,3.6257,0.1387,48.27,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:22:10.557594,10000,10000,PPO_from_scratch,scratch,44,0.668,1322.45,3.6294,0.135,48.65,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:22:33.089751,15000,15000,PPO_from_scratch,scratch,44,0.704,1371.36,3.6504,0.1387,52.15,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:23:05.487877,20000,20000,PPO_from_scratch,scratch,44,0.66,1282.7,3.6465,0.1395,47.77,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:24:01.621110,25000,25000,PPO_from_scratch,scratch,44,0.664,1373.24,3.6112,0.1362,48.34,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:25:07.521954,30000,30000,PPO_from_scratch,scratch,44,0.716,1802.1,3.6609,0.1229,53.3,synthetic_staged_training_20260409_190742,synthetic_staged_training,scratch
2026-04-09T19:25:47.600569,5000,5000,PPO_pretrained_finetuned,pretrained,44,0.704,939.05,3.6286,0.0841,52.26,synthetic_staged_training_20260409_190742,synthetic_staged_training,retention
2026-04-09T19:26:13.355313,10000,10000,PPO_pretrained_finetuned,pretrained,44,0.736,1116.05,3.3482,0.0732,56.86,synthetic_staged_training_20260409_190742,synthetic_staged_training,retention
2026-04-09T19:26:35.088556,15000,5000,PPO_pretrained_finetuned,pretrained,44,0.708,1040.06,3.3498,0.0793,54.05,synthetic_staged_training_20260409_190742,synthetic_staged_training,refinement
2026-04-09T19:26:59.494665,20000,10000,PPO_pretrained_finetuned,pretrained,44,0.752,1214.93,3.0757,0.0686,59.82,synthetic_staged_training_20260409_190742,synthetic_staged_training,refinement
2026-04-09T19:28:01.056183,25000,15000,PPO_pretrained_finetuned,pretrained,44,0.772,1236.64,3.2658,0.0733,60.87,synthetic_staged_training_20260409_190742,synthetic_staged_training,refinement
2026-04-09T19:29:20.036256,30000,20000,PPO_pretrained_finetuned,pretrained,44,0.712,1120.14,3.4293,0.0721,54.05,synthetic_staged_training_20260409_190742,synthetic_staged_training,refinement
